pair,model_1,model_2,scenario,condition,episode_idx,correct,final_choice,n_turns,guide_goal_failure,guide_says_leave,no_leave,null_choice,ambiguous_leave,substring_match,prompt_leakage,cascade_leakage,repetitive_loop,max_turns_hit,single_word_seeker,multi_leave,ava_parroting,parenthetical_aside,meta_commentary,tier1_count,tier2_count,tier3_count,any_quality_issue,measurement_suspect
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,asym_B2_intervening,1045,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,asym_B3_poor_vis,1046,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,asym_C_cooperate,1047,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_A1_expert,1048,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_A2_unreliable,1049,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,asym_A1_expert,104,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_A3_incentivized,1050,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_A4_malicious,1051,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_B1_forgetting,1052,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_B2_intervening,1053,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_B3_poor_vis,1054,0,tent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lantern_tent_truck,conflict_C_cooperate,1055,1,truck,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_A1_expert,1056,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_A2_unreliable,1057,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_A3_incentivized,1058,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_A4_malicious,1059,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,asym_A2_unreliable,105,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_B1_forgetting,1060,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_B2_intervening,1061,0,desk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_B3_poor_vis,1062,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,mutual_C_cooperate,1063,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_A1_expert,1064,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_A2_unreliable,1065,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_A3_incentivized,1066,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_A4_malicious,1067,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_B1_forgetting,1068,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_B2_intervening,1069,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,asym_A3_incentivized,106,1,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_B3_poor_vis,1070,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,asym_C_cooperate,1071,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_A1_expert,1072,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_A2_unreliable,1073,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_A3_incentivized,1074,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_A4_malicious,1075,0,desk,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_B1_forgetting,1076,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_B2_intervening,1077,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_B3_poor_vis,1078,0,desk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,lanyard_locker_desk,conflict_C_cooperate,1079,1,locker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,asym_A4_malicious,107,1,desk,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_A1_expert,1080,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_A2_unreliable,1081,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_A3_incentivized,1082,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_A4_malicious,1083,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_B1_forgetting,1084,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_B2_intervening,1085,0,,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_B3_poor_vis,1086,0,table,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,mutual_C_cooperate,1087,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_A1_expert,1088,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_A2_unreliable,1089,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,binder_shelf_desk,asym_B1_forgetting,108,0,shelf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_A3_incentivized,1090,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_A4_malicious,1091,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_B1_forgetting,1092,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_B2_intervening,1093,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_B3_poor_vis,1094,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,asym_C_cooperate,1095,1,hook,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gemini-3.1-pro-preview x gemini-3.1-pro-preview,gemini-3.1-pro-preview,gemini-3.1-pro-preview,leash_hook_table,conflict_A1_expert,1096,0,table,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
