stage,episode,condition,belief_condition,trust_manipulation,goal_condition,scenario_type,true_location,mia_location,ava_response,ava_choice,b_gold,correct,follows_mia
OLMo-2-1124-7B-Base,1011,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,knob_box_shelf,box,shelf,On the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1012,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,knob_box_shelf,box,shelf,On the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1013,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,knob_box_shelf,box,shelf,On the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1014,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,knob_box_shelf,box,shelf,On the shelf? I thought Sam put it on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1015,mutual_C_cooperate,mutual_knowledge,none,cooperate,knob_box_shelf,box,box,On the box? I thought Sam put it on the shelf.,shelf,box,0.0,0.0
OLMo-2-1124-7B-Base,1016,asym_A1_expert,asymmetric_knowledge,expert,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't see it on the shelf.,shelf,box,0.0,1.0
OLMo-2-1124-7B-Base,1017,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't think so. It's on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1018,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't believe you. It's on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1019,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't believe you. You're lying.,,box,,
OLMo-2-1124-7B-Base,101,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't think so. It's on the desk.,desk,desk,1.0,0.0
OLMo-2-1124-7B-Base,1020,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't believe you. It's on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1021,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't believe you. It's on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1022,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't see it on the shelf.,shelf,box,0.0,1.0
OLMo-2-1124-7B-Base,1023,asym_C_cooperate,asymmetric_knowledge,none,cooperate,knob_box_shelf,box,box,On the box? I don't believe you. It's on the shelf.,shelf,box,0.0,0.0
OLMo-2-1124-7B-Base,1024,conflict_A1_expert,conflicting_evidence,expert,adversarial,knob_box_shelf,box,shelf,On the shelf? I thought you said it was on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1025,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,knob_box_shelf,box,shelf,On the shelf? I thought Sam put it on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1026,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't believe you.,,box,,
OLMo-2-1124-7B-Base,1027,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't believe you. It's on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1028,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't think so. It's on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1029,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,knob_box_shelf,box,shelf,On the shelf? I don't think so. It's on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,102,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't think so. It's on the desk.,desk,desk,1.0,0.0
OLMo-2-1124-7B-Base,1030,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,knob_box_shelf,box,shelf,On the shelf? I thought you said it was on the box.,box,box,1.0,0.0
OLMo-2-1124-7B-Base,1031,conflict_C_cooperate,conflicting_evidence,none,cooperate,knob_box_shelf,box,box,On the box? I don't think so. It's on the shelf.,shelf,box,0.0,0.0
OLMo-2-1124-7B-Base,1032,mutual_A1_expert,mutual_knowledge,expert,adversarial,lantern_tent_truck,truck,tent,You are wrong. I saw Sam place the lantern in the truck.,truck,truck,1.0,0.0
OLMo-2-1124-7B-Base,1033,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,lantern_tent_truck,truck,tent,You are wrong. I saw Sam place the lantern in the truck.,truck,truck,1.0,0.0
OLMo-2-1124-7B-Base,1034,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,lantern_tent_truck,truck,tent,"Sam, you're going to lose that bet.",,truck,,
OLMo-2-1124-7B-Base,1035,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,lantern_tent_truck,truck,tent,"You know it is in the truck, don't you?",truck,truck,1.0,0.0
OLMo-2-1124-7B-Base,1036,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,lantern_tent_truck,truck,tent,It's not in the tent. It's not in the tent.,tent,truck,0.0,1.0
OLMo-2-1124-7B-Base,1037,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,lantern_tent_truck,truck,tent,It's not in the tent. What's your next guess?,tent,truck,0.0,1.0
OLMo-2-1124-7B-Base,1038,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,lantern_tent_truck,truck,tent,It's not in the tent. It's not in the tent.,tent,truck,0.0,1.0
OLMo-2-1124-7B-Base,1039,mutual_C_cooperate,mutual_knowledge,none,cooperate,lantern_tent_truck,truck,truck,Where is it?,,truck,,
OLMo-2-1124-7B-Base,103,mutual_C_cooperate,mutual_knowledge,none,cooperate,binder_shelf_desk,desk,desk,On the shelf.,shelf,desk,0.0,0.0
OLMo-2-1124-7B-Base,1040,asym_A1_expert,asymmetric_knowledge,expert,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1041,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1042,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1043,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1044,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1045,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1046,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1047,asym_C_cooperate,asymmetric_knowledge,none,cooperate,lantern_tent_truck,truck,truck,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1048,conflict_A1_expert,conflicting_evidence,expert,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1049,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,104,asym_A1_expert,asymmetric_knowledge,expert,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't see it there.,,desk,,
OLMo-2-1124-7B-Base,1050,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1051,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,lantern_tent_truck,truck,tent,You know it is in the tent?,tent,truck,0.0,1.0
OLMo-2-1124-7B-Base,1052,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1053,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1054,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,lantern_tent_truck,truck,tent,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1055,conflict_C_cooperate,conflicting_evidence,none,cooperate,lantern_tent_truck,truck,truck,Where is it?,,truck,,
OLMo-2-1124-7B-Base,1056,mutual_A1_expert,mutual_knowledge,expert,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1057,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1058,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam said it was on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1059,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't think so. It's on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,105,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't think so. It's on the desk.,desk,desk,1.0,0.0
OLMo-2-1124-7B-Base,1060,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't think so. It's on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1061,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1062,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1063,mutual_C_cooperate,mutual_knowledge,none,cooperate,lanyard_locker_desk,locker,locker,On the locker? I thought Sam said it was on the desk.,desk,locker,0.0,0.0
OLMo-2-1124-7B-Base,1064,asym_A1_expert,asymmetric_knowledge,expert,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't see it there.,,locker,,
OLMo-2-1124-7B-Base,1065,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't think so. It's on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1066,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't believe you.,,locker,,
OLMo-2-1124-7B-Base,1067,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't believe you. It's on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1068,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't think so. It's on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1069,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,106,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't believe you.,,desk,,
OLMo-2-1124-7B-Base,1070,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't see it there.,,locker,,
OLMo-2-1124-7B-Base,1071,asym_C_cooperate,asymmetric_knowledge,none,cooperate,lanyard_locker_desk,locker,locker,On the desk.,desk,locker,0.0,0.0
OLMo-2-1124-7B-Base,1072,conflict_A1_expert,conflicting_evidence,expert,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1073,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1074,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam said it was on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1075,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought you said it was on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1076,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,lanyard_locker_desk,locker,desk,On the desk? I don't think so. It was on the locker last week.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1077,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1078,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,lanyard_locker_desk,locker,desk,On the desk? I thought Sam put it on the locker.,locker,locker,1.0,0.0
OLMo-2-1124-7B-Base,1079,conflict_C_cooperate,conflicting_evidence,none,cooperate,lanyard_locker_desk,locker,locker,On the desk.,desk,locker,0.0,0.0
OLMo-2-1124-7B-Base,107,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't believe you. You're always telling me things that are wrong.,,desk,,
OLMo-2-1124-7B-Base,1080,mutual_A1_expert,mutual_knowledge,expert,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1081,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,leash_hook_table,hook,table,On the table? I thought Sam put it on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1082,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1083,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1084,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1085,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1086,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1087,mutual_C_cooperate,mutual_knowledge,none,cooperate,leash_hook_table,hook,hook,On the table.,table,hook,0.0,0.0
OLMo-2-1124-7B-Base,1088,asym_A1_expert,asymmetric_knowledge,expert,adversarial,leash_hook_table,hook,table,On the table? I don't see it there.,,hook,,
OLMo-2-1124-7B-Base,1089,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,108,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't think so. It's on the desk.,desk,desk,1.0,0.0
OLMo-2-1124-7B-Base,1090,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,leash_hook_table,hook,table,On the table? I don't believe you.,,hook,,
OLMo-2-1124-7B-Base,1091,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,leash_hook_table,hook,table,On the table? I don't believe you. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1092,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,leash_hook_table,hook,table,On the table? I don't see it there.,,hook,,
OLMo-2-1124-7B-Base,1093,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,leash_hook_table,hook,table,On the table? I don't see it there.,,hook,,
OLMo-2-1124-7B-Base,1094,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,leash_hook_table,hook,table,On the table? I don't see it on the table.,table,hook,0.0,1.0
OLMo-2-1124-7B-Base,1095,asym_C_cooperate,asymmetric_knowledge,none,cooperate,leash_hook_table,hook,hook,On the table.,table,hook,0.0,0.0
OLMo-2-1124-7B-Base,1096,conflict_A1_expert,conflicting_evidence,expert,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It was on the hook this morning.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1097,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,leash_hook_table,hook,table,On the table? I thought Sam put it on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1098,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1099,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,leash_hook_table,hook,table,On the table? I don't believe you.,,hook,,
OLMo-2-1124-7B-Base,109,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't believe you. It's on the desk.,desk,desk,1.0,0.0
OLMo-2-1124-7B-Base,10,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,apron_hook_drawer,drawer,hook,On the hook? I don't believe you. It's on the drawer.,drawer,drawer,1.0,0.0
OLMo-2-1124-7B-Base,1100,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1101,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1102,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,leash_hook_table,hook,table,On the table? I don't think so. It's on the hook.,hook,hook,1.0,0.0
OLMo-2-1124-7B-Base,1103,conflict_C_cooperate,conflicting_evidence,none,cooperate,leash_hook_table,hook,hook,On the table.,table,hook,0.0,0.0
OLMo-2-1124-7B-Base,1104,mutual_A1_expert,mutual_knowledge,expert,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1105,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1106,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1107,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1108,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1109,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,110,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't see it there.,,desk,,
OLMo-2-1124-7B-Base,1110,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1111,mutual_C_cooperate,mutual_knowledge,none,cooperate,lens_bag_case,bag,bag,Which one?,,bag,,
OLMo-2-1124-7B-Base,1112,asym_A1_expert,asymmetric_knowledge,expert,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1113,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1114,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1115,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1116,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1117,asym_B2_intervening,asymmetric_knowledge,intervening,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1118,asym_B3_poor_vis,asymmetric_knowledge,poor_visibility,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1119,asym_C_cooperate,asymmetric_knowledge,none,cooperate,lens_bag_case,bag,bag,Which one?,,bag,,
OLMo-2-1124-7B-Base,111,asym_C_cooperate,asymmetric_knowledge,none,cooperate,binder_shelf_desk,desk,desk,On the shelf.,shelf,desk,0.0,0.0
OLMo-2-1124-7B-Base,1120,conflict_A1_expert,conflicting_evidence,expert,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1121,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1122,conflict_A3_incentivized,conflicting_evidence,incentivized,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1123,conflict_A4_malicious,conflicting_evidence,malicious,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1124,conflict_B1_forgetting,conflicting_evidence,forgetting,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1125,conflict_B2_intervening,conflicting_evidence,intervening,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1126,conflict_B3_poor_vis,conflicting_evidence,poor_visibility,adversarial,lens_bag_case,bag,case,Which one?,,bag,,
OLMo-2-1124-7B-Base,1127,conflict_C_cooperate,conflicting_evidence,none,cooperate,lens_bag_case,bag,bag,Which one?,,bag,,
OLMo-2-1124-7B-Base,1128,mutual_A1_expert,mutual_knowledge,expert,adversarial,letter_mailbox_mat,mat,mailbox,On the mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1129,mutual_A2_unreliable,mutual_knowledge,unreliable,adversarial,letter_mailbox_mat,mat,mailbox,On the mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,112,conflict_A1_expert,conflicting_evidence,expert,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't think so. It's on the desk.,desk,desk,1.0,0.0
OLMo-2-1124-7B-Base,1130,mutual_A3_incentivized,mutual_knowledge,incentivized,adversarial,letter_mailbox_mat,mat,mailbox,On the mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1131,mutual_A4_malicious,mutual_knowledge,malicious,adversarial,letter_mailbox_mat,mat,mailbox,On the mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1132,mutual_B1_forgetting,mutual_knowledge,forgetting,adversarial,letter_mailbox_mat,mat,mailbox,On the mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1133,mutual_B2_intervening,mutual_knowledge,intervening,adversarial,letter_mailbox_mat,mat,mailbox,On the mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1134,mutual_B3_poor_vis,mutual_knowledge,poor_visibility,adversarial,letter_mailbox_mat,mat,mailbox,On the mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1135,mutual_C_cooperate,mutual_knowledge,none,cooperate,letter_mailbox_mat,mat,mat,On the mat? I thought Sam put it in the mailbox.,mailbox,mat,0.0,0.0
OLMo-2-1124-7B-Base,1136,asym_A1_expert,asymmetric_knowledge,expert,adversarial,letter_mailbox_mat,mat,mailbox,On the door mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1137,asym_A2_unreliable,asymmetric_knowledge,unreliable,adversarial,letter_mailbox_mat,mat,mailbox,On the door mat?,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1138,asym_A3_incentivized,asymmetric_knowledge,incentivized,adversarial,letter_mailbox_mat,mat,mailbox,On the door mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,1139,asym_A4_malicious,asymmetric_knowledge,malicious,adversarial,letter_mailbox_mat,mat,mailbox,On the door mat.,mat,mat,1.0,0.0
OLMo-2-1124-7B-Base,113,conflict_A2_unreliable,conflicting_evidence,unreliable,adversarial,binder_shelf_desk,desk,shelf,On the shelf? I don't think so. It's on the desk.,desk,desk,1.0,0.0
OLMo-2-1124-7B-Base,1140,asym_B1_forgetting,asymmetric_knowledge,forgetting,adversarial,letter_mailbox_mat,mat,mailbox,On the door mat.,mat,mat,1.0,0.0
